	ACA>AAA	ACC>AAC	ACG>AAG	ACT>AAT	CCA>CAA	CCC>CAC	CCG>CAG	CCT>CAT	GCA>GAA	GCC>GAC	GCG>GAG	GCT>GAT	TCA>TAA	TCC>TAC	TCG>TAG	TCT>TAT	ACA>AGA	ACC>AGC	ACG>AGG	ACT>AGT	CCA>CGA	CCC>CGC	CCG>CGG	CCT>CGT	GCA>GGA	GCC>GGC	GCG>GGG	GCT>GGT	TCA>TGA	TCC>TGC	TCG>TGG	TCT>TGT	ACA>ATA	ACC>ATC	ACG>ATG	ACT>ATT	CCA>CTA	CCC>CTC	CCG>CTG	CCT>CTT	GCA>GTA	GCC>GTC	GCG>GTG	GCT>GTT	TCA>TTA	TCC>TTC	TCG>TTG	TCT>TTT	ATA>AAA	ATC>AAC	ATG>AAG	ATT>AAT	CTA>CAA	CTC>CAC	CTG>CAG	CTT>CAT	GTA>GAA	GTC>GAC	GTG>GAG	GTT>GAT	TTA>TAA	TTC>TAC	TTG>TAG	TTT>TAT	ATA>ACA	ATC>ACC	ATG>ACG	ATT>ACT	CTA>CCA	CTC>CCC	CTG>CCG	CTT>CCT	GTA>GCA	GTC>GCC	GTG>GCG	GTT>GCT	TTA>TCA	TTC>TCC	TTG>TCG	TTT>TCT	ATA>AGA	ATC>AGC	ATG>AGG	ATT>AGT	CTA>CGA	CTC>CGC	CTG>CGG	CTT>CGT	GTA>GGA	GTC>GGC	GTG>GGG	GTT>GGT	TTA>TGA	TTC>TGC	TTG>TGG	TTT>TGT
Sample_81	0	2	1	2	0	0	0	0	1	0	0	1	1	1	0	0	2	0	1	0	0	0	0	1	1	0	1	3	2	2	0	2	1	1	1	0	3	3	3	1	1	2	4	0	2	0	0	2	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
Sample_32	3	1	1	1	0	0	0	0	2	0	0	0	2	1	0	1	4	1	0	0	0	0	0	0	1	0	0	0	4	0	1	3	1	0	3	0	3	2	4	2	1	1	2	0	15	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0
Sample_45	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	4	1	0	1	1	1	4	3	4	0	2	1	12	4	0	5	3	1	6	0	5	8	6	5	3	2	4	1	5	5	8	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0
Sample_184	0	0	0	0	1	0	0	0	0	0	0	1	5	1	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	1	3	10	7	3	0	0	3	1	2	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
Sample_50	0	1	0	1	1	1	0	0	1	0	2	1	0	2	1	1	0	0	0	0	1	0	1	2	0	0	0	3	1	0	0	3	0	0	3	0	2	2	7	5	0	1	2	0	3	1	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	3	0	1	0	0	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Sample_41	0	0	0	0	0	0	1	2	2	0	1	0	0	1	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	2	0	0	1	1	0	1	1	3	1	4	0	0	3	2	2	1	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sample_187	0	1	1	0	0	1	0	1	1	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	1	1	6	4	1	1	1	1	3	0	4	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Sample_56	3	3	2	2	2	1	1	0	0	2	3	1	2	3	4	3	6	3	2	1	0	3	3	3	0	1	0	1	3	1	0	8	5	2	0	2	3	2	5	2	3	3	4	1	4	1	2	1	0	0	1	0	1	1	2	0	4	2	0	0	0	1	2	1	1	0	3	0	1	0	1	1	1	2	1	0	0	0	0	3	0	0	2	0	0	0	2	0	0	1	0	2	0	0	4	0
Sample_178	1	0	0	1	0	0	1	1	2	0	0	2	5	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	3	0	1	3	3	2	1	3	1	1	2	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Sample_189	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	1	2	2	0	2	3	0	3	2	4	1	0	1	1	0	12	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sample_37	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	2	2	1	2	2	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sample_4	11	0	2	1	0	0	0	0	6	0	0	0	17	15	2	8	73	1	2	0	7	0	1	2	14	1	0	1	126	27	7	78	51	0	3	3	39	5	14	5	30	3	8	2	226	32	36	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_188	3	2	1	0	0	0	0	0	2	1	0	0	3	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	0	1	2	1	1	0	4	2	7	8	1	1	5	0	3	1	6	3	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Sample_140	1	3	1	0	1	1	0	0	0	3	0	0	1	3	0	2	2	2	1	0	0	0	0	1	0	0	1	3	3	1	0	0	0	1	5	0	1	5	2	2	3	2	3	3	1	2	1	0	0	1	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	3	2	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sample_102	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	2	0	2	3	1	2	0	1	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sample_94	1	0	1	0	1	0	0	0	1	0	1	0	2	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	2	0	0	2	0	1	3	1	3	5	7	3	1	0	5	0	12	3	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sample_161	0	0	1	1	0	0	0	1	0	0	0	0	2	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	3	4	2	3	0	8	4	7	3	1	3	1	3	4	2	3	3	1	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_181	1	1	2	1	2	1	2	0	0	2	2	2	1	1	0	1	3	0	0	1	0	2	1	0	2	0	0	2	7	2	2	5	1	2	3	1	0	1	3	4	1	2	4	2	6	7	4	5	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	2	2	1	0	0	3	1	1	0	0	3	1	1	0	2	2	0	1	0	1	1	2	0	0	0	1	0	0	1	0	0
Sample_19	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	3	3	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Sample_51	2	1	0	3	3	1	4	1	4	2	1	6	0	4	0	1	4	3	5	2	4	1	0	3	5	0	0	2	1	3	3	3	2	4	5	1	3	3	6	6	2	3	1	4	6	3	4	6	0	4	2	0	0	2	1	1	0	0	4	0	0	3	0	1	3	1	1	2	1	4	1	4	1	1	1	0	0	0	2	0	3	0	1	2	1	1	2	0	0	2	0	1	0	1	0	0
Sample_100	1	1	0	0	0	0	0	2	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	3	1	1	1	5	3	2	7	4	1	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Sample_57	3	1	0	3	2	1	2	2	0	2	3	0	5	5	4	3	3	0	2	2	1	0	1	2	1	1	1	2	2	1	0	2	3	0	3	1	2	5	5	8	1	4	2	2	6	4	6	3	0	1	1	0	1	1	1	1	1	0	2	0	0	0	0	1	0	2	1	2	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	1	3	1	0	0	0	2	1	0	5	1	0
Sample_170	1	3	2	2	0	1	0	0	0	1	4	1	1	1	4	2	5	2	2	4	0	0	1	2	1	1	1	2	2	3	3	3	2	1	0	1	2	7	2	3	2	1	1	3	3	2	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	2
Sample_20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	4	1	1	1	5	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Sample_153	0	0	1	2	0	0	0	0	1	0	0	0	3	2	2	1	6	1	0	0	1	0	0	0	1	0	0	0	6	1	2	4	6	2	0	2	6	2	4	1	3	0	0	0	23	3	5	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_9	0	0	0	0	1	1	0	0	1	1	2	3	0	3	0	0	2	0	3	0	5	0	1	1	2	0	0	2	3	1	0	3	6	0	2	1	4	2	3	2	2	1	4	0	2	0	1	1	0	1	1	0	1	1	3	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Sample_26	0	1	0	0	2	2	0	0	0	0	2	0	1	0	1	1	0	0	0	3	1	1	4	0	1	0	0	1	2	0	1	0	1	1	3	0	0	2	1	1	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	3	2	0	1	0	1	0	0	0	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Sample_163	2	1	0	0	2	0	0	2	1	0	1	2	1	0	1	2	1	1	0	0	1	0	0	0	1	0	1	0	2	0	0	1	3	2	1	0	6	3	2	5	3	1	4	0	9	3	5	1	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sample_147	1	0	0	0	2	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	5	0	2	2	5	1	3	0	3	0	1	3	1	2	0	0	0	1	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_101	8	1	0	0	2	0	1	0	1	0	0	2	18	4	2	2	46	1	0	0	4	0	0	2	14	0	0	1	82	23	5	58	48	3	1	1	27	3	5	1	22	0	3	2	163	20	25	46	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1
Sample_90	2	2	1	1	1	1	1	2	2	2	0	4	1	0	1	3	2	0	0	1	0	1	0	0	3	0	1	2	7	1	1	3	0	0	6	2	5	9	6	6	4	1	6	2	4	3	7	2	0	0	2	0	2	0	0	2	0	2	0	1	1	0	0	1	1	0	2	0	1	0	5	1	2	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	2	0	0	0	1
Sample_172	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0	2	3	8	4	0	0	2	0	1	1	2	1	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_103	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	3	0	1	0	5	0	1	3	1	2	0	0	5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
Sample_144	2	0	0	0	0	0	0	0	3	0	0	0	5	2	0	0	9	0	1	0	5	0	0	1	3	0	0	2	16	3	0	13	9	1	2	0	3	2	5	2	4	0	3	0	41	3	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Sample_121	1	0	0	0	1	1	2	0	4	0	0	2	0	0	0	2	1	0	1	1	0	1	2	1	0	0	1	1	1	0	0	2	0	3	5	1	2	3	8	2	1	3	6	0	3	0	5	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sample_150	1	2	2	1	1	0	1	1	1	3	1	3	0	3	0	2	7	1	0	0	1	1	0	0	1	3	0	2	2	1	1	2	2	0	5	3	0	3	5	2	2	1	1	1	9	3	0	0	0	0	2	0	0	1	0	0	2	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sample_183	0	0	1	0	0	0	0	0	1	1	2	1	1	2	0	2	0	0	1	0	0	0	1	1	2	0	0	1	3	2	0	1	3	2	4	0	3	4	1	2	0	1	2	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	3	2	3	2	1	0	1	0	1	2	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0
Sample_171	1	1	0	1	1	0	0	1	1	1	0	0	2	0	0	3	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	0	0	9	0	0	3	6	2	4	2	6	0	2	2	4	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	2	1	1	1	1	0	2	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Sample_35	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	2	2	1	4	1	1	3	4	4	4	1	8	2	7	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Sample_120	2	0	0	0	0	2	1	0	2	1	0	1	9	3	1	1	12	3	1	0	2	0	0	0	2	0	0	1	15	3	1	13	1	1	1	0	5	0	2	3	1	1	2	1	12	8	4	9	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_162	0	1	3	1	2	0	2	1	1	2	0	2	0	1	5	1	4	0	1	1	0	0	0	1	2	1	1	1	4	0	0	8	1	1	0	0	3	6	3	1	1	0	0	3	11	5	2	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	2	1	0	0	2	0	2	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
Sample_152	1	1	0	0	0	1	1	0	0	4	0	0	1	3	6	0	2	0	0	2	3	2	0	1	0	1	1	0	0	4	0	6	2	2	2	1	5	5	6	4	5	3	2	0	4	1	3	1	0	0	1	0	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	0	2	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
Sample_23	2	2	0	0	2	3	0	2	0	2	0	1	0	3	1	2	2	3	2	0	0	1	0	1	2	0	1	1	6	3	1	5	1	1	1	4	1	6	3	2	4	4	3	3	1	1	5	0	1	0	0	0	0	0	3	0	0	0	1	1	0	0	2	0	3	0	0	1	1	0	1	1	3	1	1	2	1	1	0	1	2	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0
Sample_27	0	1	1	1	0	1	0	0	0	0	0	1	0	2	0	1	1	0	1	1	0	0	0	1	0	1	0	1	2	0	0	1	0	1	5	2	4	3	4	2	2	1	3	3	6	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0
Sample_107	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	0	0	0	2	0	1	0	2	2	6	1	0	0	3	0	1	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sample_157	2	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	4	0	0	3	3	1	1	0	1	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Sample_40	4	1	1	0	2	0	0	1	0	0	0	0	2	1	0	0	1	0	2	1	0	0	3	0	1	1	0	0	0	1	0	0	5	1	2	0	3	4	7	2	1	0	3	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1
Sample_66	2	1	1	2	1	1	0	1	1	3	0	3	2	7	5	1	5	1	2	5	5	3	2	2	2	8	2	2	3	2	0	5	5	1	3	0	3	5	5	2	2	4	3	2	8	3	2	3	1	1	1	3	0	0	1	0	1	0	2	1	0	0	0	1	1	2	0	1	0	0	1	0	1	1	1	2	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	1	0
Sample_64	2	0	1	0	0	2	0	1	1	2	0	2	1	0	2	1	2	2	0	0	0	1	3	1	5	0	0	1	2	2	1	5	1	2	6	0	1	3	4	4	2	1	4	1	3	3	2	0	0	0	2	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	1
Sample_113	0	4	2	6	3	0	0	0	5	2	2	4	0	1	1	1	4	1	3	2	2	1	0	1	3	3	2	4	1	1	3	2	6	1	5	2	3	3	6	3	2	2	4	1	3	2	1	0	0	1	2	0	0	2	2	0	0	2	0	1	0	0	0	1	0	0	3	0	1	1	1	1	1	2	0	0	0	1	1	0	1	0	2	1	0	1	0	1	0	0	1	1	0	1	0	1
Sample_79	2	0	0	1	0	0	0	1	1	0	1	1	1	2	1	0	1	1	1	0	1	0	1	3	1	0	0	0	1	0	1	1	0	1	2	1	2	0	0	5	1	4	2	1	1	2	3	2	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1	3	0	0	1	1	0	0	1	3	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
Sample_133	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	3	1	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_110	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_93	0	1	0	0	2	0	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	3	1	0	0	2	1	6	2	0	1	3	1	3	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Sample_141	0	1	0	1	0	0	0	0	2	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	4	3	1	1	1	0	4	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Sample_70	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	2	1	0	1	3	2	2	1	0	2	6	0	6	1	4	2	1	2	3	0	4	1	2	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
Sample_14	0	0	0	0	0	2	1	1	2	1	0	1	0	1	0	1	1	2	0	3	2	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	3	3	2	0	2	2	0	1	2	2	0	0	0	0	0	0	1	2	0	0	1	1	1	1	0	0	0	2	0	1	0	0	2	2	2	3	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Sample_159	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	1	1	0	1	1	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Sample_54	6	3	1	0	1	3	2	1	4	2	1	3	2	2	5	7	12	4	1	3	2	1	0	4	3	1	0	3	14	4	2	8	5	2	3	2	7	1	8	2	6	1	2	2	20	9	1	5	0	1	1	0	1	0	0	0	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	1	0	2	0	1	3	0	1	1	0	1	0	1	0	1	0	1
Sample_83	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	2	0	2	5	5	2	2	0	4	2	0	2	1	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
Sample_136	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	1	4	1	2	1	6	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sample_74	0	0	2	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	1	1	0	0	3	0	3	6	5	1	1	0	3	1	2	0	1	2	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Sample_8	0	0	0	0	1	0	3	0	1	0	2	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	4	2	6	0	2	0	1	4	2	6	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
Sample_195	0	0	1	0	0	0	1	1	0	0	0	3	0	2	1	0	1	0	0	0	0	0	0	1	0	0	2	0	2	1	0	2	2	1	0	0	2	1	2	1	1	0	2	0	1	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_135	0	1	0	2	0	1	0	1	1	1	2	0	0	5	0	1	1	0	3	0	0	1	0	2	1	2	0	2	1	1	0	1	0	1	2	1	1	1	4	2	2	0	1	0	0	2	1	2	1	0	0	1	0	1	0	2	1	0	0	2	0	0	0	0	0	2	0	3	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0
Sample_134	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	4	1	1	3	3	3	0	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
